13
Pt6Cu7  -47.52638397
Pt	-2.37405978	0.5207893698	-0.383708554
Pt	-0.02057166856	0.5165115528	-1.985223954
Pt	1.632106062	-1.629619481	-1.067855
Pt	2.177498467	1.041898326	-0.2542615655
Pt	-1.19466833	-1.953257368	-1.148248863
Pt	-0.001563444364	-0.2808224391	0.5561974611
Cu	0.01265963082	-1.025647492	3.05452695
Cu	1.12160595	1.300300638	2.289953775
Cu	0.2737709181	-2.809948701	1.056400029
Cu	-1.548239463	0.9946292198	2.214023215
Cu	2.259328621	-1.04622891	1.578299825
Cu	-0.2824643097	2.264638531	0.1859620301
Cu	-2.084871954	-1.543597345	1.45475101
