# Generation	Energy	Composition
1	-44.72383053	Pt6Cu7
2	-44.72383053	Pt6Cu7
3	-44.72383053	Pt6Cu7
4	-44.72383053	Pt6Cu7
5	-44.75738552	Pt6Cu7
6	-44.75738552	Pt6Cu7
7	-44.75738552	Pt6Cu7
8	-44.75738552	Pt6Cu7
9	-44.75738552	Pt6Cu7
10	-44.75738552	Pt6Cu7
11	-44.75738552	Pt6Cu7
12	-44.75738552	Pt6Cu7
13	-44.75738552	Pt6Cu7
14	-44.75738552	Pt6Cu7
15	-44.75738552	Pt6Cu7
16	-44.75738552	Pt6Cu7
17	-44.75738552	Pt6Cu7
18	-44.75738552	Pt6Cu7
19	-44.75738552	Pt6Cu7
20	-44.75738552	Pt6Cu7
21	-44.75738552	Pt6Cu7
22	-44.75738552	Pt6Cu7
23	-44.75738552	Pt6Cu7
24	-44.75738552	Pt6Cu7
25	-44.75738552	Pt6Cu7
26	-44.75738552	Pt6Cu7
27	-44.75738552	Pt6Cu7
28	-44.75738552	Pt6Cu7
29	-44.75738552	Pt6Cu7
30	-44.75738552	Pt6Cu7
31	-44.75738552	Pt6Cu7
32	-44.75738552	Pt6Cu7
33	-44.75738552	Pt6Cu7
34	-44.75738552	Pt6Cu7
35	-44.75738552	Pt6Cu7
36	-44.75738552	Pt6Cu7
37	-44.75738552	Pt6Cu7
38	-44.75738552	Pt6Cu7
39	-44.75738552	Pt6Cu7
40	-44.75738552	Pt6Cu7
41	-44.75738552	Pt6Cu7
42	-44.75738552	Pt6Cu7
43	-44.75738552	Pt6Cu7
44	-44.75738552	Pt6Cu7
45	-44.75738552	Pt6Cu7
46	-44.75738552	Pt6Cu7
47	-44.75738552	Pt6Cu7
48	-44.75738552	Pt6Cu7
49	-44.75738552	Pt6Cu7
50	-44.75738552	Pt6Cu7
51	-44.75738552	Pt6Cu7
52	-44.75738552	Pt6Cu7
53	-44.75738552	Pt6Cu7
54	-44.75738552	Pt6Cu7
55	-44.75738552	Pt6Cu7
56	-44.75738552	Pt6Cu7
57	-44.75738552	Pt6Cu7
58	-44.75738552	Pt6Cu7
59	-44.75738552	Pt6Cu7
60	-44.75738552	Pt6Cu7
61	-44.75738552	Pt6Cu7
62	-44.75738552	Pt6Cu7
63	-44.75738552	Pt6Cu7
64	-44.75738552	Pt6Cu7
65	-44.75738552	Pt6Cu7
66	-44.75738552	Pt6Cu7
67	-44.75738552	Pt6Cu7
68	-44.75738552	Pt6Cu7
69	-44.75738552	Pt6Cu7
70	-44.75738552	Pt6Cu7
71	-44.75738552	Pt6Cu7
72	-44.75738552	Pt6Cu7
73	-44.75738552	Pt6Cu7
74	-44.75738552	Pt6Cu7
75	-44.75738552	Pt6Cu7
76	-44.75738552	Pt6Cu7
77	-44.75738552	Pt6Cu7
78	-44.75738552	Pt6Cu7
79	-44.75738552	Pt6Cu7
80	-44.75738552	Pt6Cu7
81	-44.75738552	Pt6Cu7
82	-44.75738552	Pt6Cu7
83	-44.75738552	Pt6Cu7
84	-44.75738552	Pt6Cu7
85	-44.75738552	Pt6Cu7
86	-44.75738552	Pt6Cu7
87	-44.75738552	Pt6Cu7
88	-44.75738552	Pt6Cu7
89	-44.75738552	Pt6Cu7
90	-44.75738552	Pt6Cu7
91	-44.75738552	Pt6Cu7
92	-44.75738552	Pt6Cu7
93	-44.75738552	Pt6Cu7
94	-44.75738552	Pt6Cu7
95	-44.75738552	Pt6Cu7
96	-44.75738552	Pt6Cu7
97	-44.75738552	Pt6Cu7
98	-44.75738552	Pt6Cu7
99	-44.75738552	Pt6Cu7
100	-44.75738552	Pt6Cu7
