# Generation	Energy	Composition
1	-175.0081714	Pt27Cu11
2	-175.2073776	Pt27Cu11
3	-175.3772509	Pt27Cu11
4	-175.3772509	Pt27Cu11
5	-175.3772509	Pt27Cu11
6	-175.4339706	Pt27Cu11
7	-175.4339706	Pt27Cu11
8	-175.4700469	Pt27Cu11
9	-175.4700469	Pt27Cu11
10	-175.4700469	Pt27Cu11
11	-175.4795294	Pt27Cu11
12	-175.4795294	Pt27Cu11
13	-175.516351	Pt27Cu11
14	-175.6840785	Pt27Cu11
15	-175.7328728	Pt27Cu11
16	-175.7328728	Pt27Cu11
17	-175.7943585	Pt27Cu11
18	-175.7943585	Pt27Cu11
19	-175.7943585	Pt27Cu11
20	-175.7943585	Pt27Cu11
21	-175.8384299	Pt27Cu11
22	-175.8384299	Pt27Cu11
23	-175.8384299	Pt27Cu11
24	-175.8384299	Pt27Cu11
25	-175.8384299	Pt27Cu11
26	-175.8384299	Pt27Cu11
27	-175.8384299	Pt27Cu11
28	-175.86883	Pt27Cu11
29	-175.86883	Pt27Cu11
30	-175.86883	Pt27Cu11
31	-175.86883	Pt27Cu11
32	-175.9203848	Pt27Cu11
33	-175.9203848	Pt27Cu11
34	-175.9203848	Pt27Cu11
35	-175.9383732	Pt27Cu11
36	-175.9383732	Pt27Cu11
37	-175.9383732	Pt27Cu11
38	-175.9383732	Pt27Cu11
39	-175.9383732	Pt27Cu11
40	-175.9383732	Pt27Cu11
41	-175.9383732	Pt27Cu11
42	-175.9383732	Pt27Cu11
43	-175.9383732	Pt27Cu11
44	-175.9383732	Pt27Cu11
45	-175.9383732	Pt27Cu11
46	-175.9383732	Pt27Cu11
47	-175.9383732	Pt27Cu11
48	-175.9383732	Pt27Cu11
49	-175.9624519	Pt27Cu11
50	-175.9624519	Pt27Cu11
51	-175.9624519	Pt27Cu11
52	-175.9624519	Pt27Cu11
53	-175.9624519	Pt27Cu11
54	-175.9624519	Pt27Cu11
55	-175.9624519	Pt27Cu11
56	-175.9624519	Pt27Cu11
57	-175.9624519	Pt27Cu11
58	-175.9624519	Pt27Cu11
59	-175.9624519	Pt27Cu11
60	-175.9624519	Pt27Cu11
61	-175.9624519	Pt27Cu11
62	-175.9624519	Pt27Cu11
63	-175.9624519	Pt27Cu11
64	-175.9624519	Pt27Cu11
65	-175.9624519	Pt27Cu11
66	-175.9624519	Pt27Cu11
67	-175.9624519	Pt27Cu11
68	-175.9624519	Pt27Cu11
69	-175.9624519	Pt27Cu11
70	-175.9624519	Pt27Cu11
71	-175.9624519	Pt27Cu11
72	-175.9624519	Pt27Cu11
73	-176.1272643	Pt27Cu11
74	-176.1272643	Pt27Cu11
75	-176.1272643	Pt27Cu11
76	-176.1272643	Pt27Cu11
77	-176.1272643	Pt27Cu11
78	-176.1272643	Pt27Cu11
79	-176.1272643	Pt27Cu11
80	-176.1692216	Pt27Cu11
81	-176.1724211	Pt27Cu11
82	-176.1724211	Pt27Cu11
83	-176.1724211	Pt27Cu11
84	-176.1724211	Pt27Cu11
85	-176.2119918	Pt27Cu11
86	-176.2119918	Pt27Cu11
87	-176.2119918	Pt27Cu11
88	-176.2119918	Pt27Cu11
89	-176.2119918	Pt27Cu11
90	-176.2119918	Pt27Cu11
91	-176.2218336	Pt27Cu11
92	-176.2218336	Pt27Cu11
93	-176.2218336	Pt27Cu11
94	-176.2218336	Pt27Cu11
95	-176.2218336	Pt27Cu11
96	-176.2218336	Pt27Cu11
97	-176.2246752	Pt27Cu11
98	-176.2246752	Pt27Cu11
99	-176.2518782	Pt27Cu11
100	-176.2518783	Pt27Cu11
