23
Pt2Cu21  -5309.410797
Pt	-1.60421459	-0.453890923	0.2564072787
Pt	0.770934084	0.5446317021	0.0284219337
Cu	-1.244897887	-1.285498966	2.549915867
Cu	2.696273917	0.5935545606	-1.657978401
Cu	1.64331613	1.886254525	2.052636944
Cu	-1.64758209	-2.992238258	0.743723221
Cu	-3.835458484	0.2289234333	-0.2943790116
Cu	-3.554354149	-1.686916401	1.36445528
Cu	-1.215864807	1.597097046	-1.341306992
Cu	0.04069375795	2.869050757	0.4087997662
Cu	-0.6065460376	-2.092877333	-1.352019929
Cu	0.4881746398	-1.931313115	0.8649639939
Cu	2.577200306	2.356686109	-0.04248409155
Cu	-0.6874012345	1.135069208	2.094256387
Cu	1.006875141	2.307951164	-1.847105028
Cu	2.973005863	-0.02077683191	0.7895023417
Cu	-3.128031882	-2.118772717	-0.9516584284
Cu	1.171525365	-0.3883660145	2.493820609
Cu	-2.398567734	2.06383249	0.6295303061
Cu	0.3281466391	-0.04954430061	-2.363136365
Cu	-3.029467556	0.4295586878	2.217687327
Cu	1.830292955	-1.514071746	-1.042103079
Cu	-2.170190946	-0.3808436825	-2.229726266
