# Generation	Energy	Composition
1	-192.6094647	Pt35Cu3
2	-192.703252	Pt35Cu3
3	-192.8136136	Pt35Cu3
4	-192.8739943	Pt35Cu3
5	-192.8739943	Pt35Cu3
6	-192.8739943	Pt35Cu3
7	-192.8800949	Pt35Cu3
8	-192.8800949	Pt35Cu3
9	-193.0787722	Pt35Cu3
10	-193.0787722	Pt35Cu3
11	-193.0787722	Pt35Cu3
12	-193.0800209	Pt35Cu3
13	-193.090534	Pt35Cu3
14	-193.1415563	Pt35Cu3
15	-193.1415563	Pt35Cu3
16	-193.1415563	Pt35Cu3
17	-193.1415563	Pt35Cu3
18	-193.1583565	Pt35Cu3
19	-193.1583565	Pt35Cu3
20	-193.1840139	Pt35Cu3
21	-193.1840139	Pt35Cu3
22	-193.184014	Pt35Cu3
23	-193.1898928	Pt35Cu3
24	-193.2022111	Pt35Cu3
25	-193.2194251	Pt35Cu3
26	-193.2194251	Pt35Cu3
27	-193.2194251	Pt35Cu3
28	-193.2194251	Pt35Cu3
29	-193.2194251	Pt35Cu3
30	-193.2194251	Pt35Cu3
31	-193.2201558	Pt35Cu3
32	-193.2201558	Pt35Cu3
33	-193.2201558	Pt35Cu3
34	-193.2201558	Pt35Cu3
35	-193.2201558	Pt35Cu3
36	-193.2201558	Pt35Cu3
37	-193.2201558	Pt35Cu3
38	-193.2201558	Pt35Cu3
39	-193.2201558	Pt35Cu3
40	-193.2201558	Pt35Cu3
41	-193.2201558	Pt35Cu3
42	-193.2201558	Pt35Cu3
43	-193.2216065	Pt35Cu3
44	-193.2216065	Pt35Cu3
45	-193.2216065	Pt35Cu3
46	-193.2216065	Pt35Cu3
47	-193.2216065	Pt35Cu3
48	-193.2216065	Pt35Cu3
49	-193.2216065	Pt35Cu3
50	-193.2216065	Pt35Cu3
51	-193.2216065	Pt35Cu3
52	-193.2216065	Pt35Cu3
53	-193.2216065	Pt35Cu3
54	-193.2216065	Pt35Cu3
55	-193.2216065	Pt35Cu3
56	-193.2216065	Pt35Cu3
57	-193.2216065	Pt35Cu3
58	-193.2216065	Pt35Cu3
59	-193.2216065	Pt35Cu3
60	-193.2216065	Pt35Cu3
61	-193.2216065	Pt35Cu3
62	-193.2216065	Pt35Cu3
63	-193.2216065	Pt35Cu3
64	-193.236385	Pt35Cu3
65	-193.236385	Pt35Cu3
66	-193.236385	Pt35Cu3
67	-193.236385	Pt35Cu3
68	-193.236385	Pt35Cu3
69	-193.236385	Pt35Cu3
70	-193.236385	Pt35Cu3
71	-193.236385	Pt35Cu3
72	-193.236385	Pt35Cu3
73	-193.236385	Pt35Cu3
74	-193.236385	Pt35Cu3
75	-193.236385	Pt35Cu3
76	-193.2363851	Pt35Cu3
77	-193.2363851	Pt35Cu3
78	-193.2363851	Pt35Cu3
79	-193.2363851	Pt35Cu3
80	-193.2363851	Pt35Cu3
81	-193.2363851	Pt35Cu3
82	-193.2363851	Pt35Cu3
83	-193.2363851	Pt35Cu3
84	-193.2363851	Pt35Cu3
85	-193.2363851	Pt35Cu3
86	-193.2363851	Pt35Cu3
87	-193.2363851	Pt35Cu3
88	-193.2363851	Pt35Cu3
89	-193.2363851	Pt35Cu3
90	-193.2363851	Pt35Cu3
91	-193.2363851	Pt35Cu3
92	-193.2363851	Pt35Cu3
93	-193.2363851	Pt35Cu3
94	-193.2363851	Pt35Cu3
95	-193.2363851	Pt35Cu3
96	-193.4833227	Pt35Cu3
97	-193.4889392	Pt35Cu3
98	-193.4889392	Pt35Cu3
99	-193.4889392	Pt35Cu3
100	-193.4889392	Pt35Cu3
