38
Pt9Cu29  -9313.995674
Pt	-1.688965018	-2.772445948	-0.4836407303
Pt	-1.717808173	1.788688839	2.124296174
Pt	1.611842632	-1.912633596	-1.95190845
Pt	1.584260881	2.648829769	0.6554672618
Pt	-1.813924332	2.727165797	-2.240160666
Pt	-0.4997526237	-1.644543404	2.848378627
Pt	-2.930243966	0.6629580936	-1.218013652
Pt	0.4017582792	1.5308962	-2.700157505
Pt	2.799690911	-0.7850863701	1.380717624
Cu	-0.462435148	-3.741360322	1.47546697
Cu	-0.6441856082	3.746120453	0.9862210745
Cu	-2.630795701	-0.3455508263	3.06958109
Cu	0.3498989758	3.640597321	-1.311416649
Cu	-0.6055971226	-2.770231872	-2.742981072
Cu	-0.6290035369	-0.5993071025	-1.524315115
Cu	0.3884516328	-0.7317752768	-3.789172227
Cu	0.5178959028	0.4808109457	1.686538961
Cu	1.658437313	-0.6206363932	3.605582439
Cu	-2.616634785	-2.515608541	1.831036402
Cu	-3.764294192	-1.422791393	-0.09604521196
Cu	2.532716421	0.2174882781	-2.897086263
Cu	-1.641736219	-0.4749904234	0.7887653992
Cu	-3.775431837	0.752938239	1.143443995
Cu	1.671885856	-2.795525435	2.362208734
Cu	-0.6415430178	1.593371076	-0.2684803889
Cu	0.5414445599	-3.869466121	-0.8080283571
Cu	2.676108934	-2.923815243	0.07937741863
Cu	0.5020868807	2.642879824	2.917098472
Cu	-2.792402911	2.822073394	0.08634450634
Cu	-1.775873646	0.5041273568	-3.456422545
Cu	2.514850932	2.391465328	-1.65460443
Cu	-2.756647515	-1.551027734	-2.390166854
Cu	3.656785116	1.292272516	0.2727345983
Cu	2.650427566	1.420484446	2.561668108
Cu	0.5307805134	-1.711524526	0.4316808908
Cu	-0.4909151708	0.6022103997	3.959002586
Cu	1.533150843	0.3520214916	-0.6234902975
Cu	3.671226049	-0.8777121081	-0.9659346405
