# Generation	Energy	Composition
1	-157.9304204	Pt21Cu17
2	-157.9304204	Pt21Cu17
3	-157.9304204	Pt21Cu17
4	-157.9304204	Pt21Cu17
5	-158.0248247	Pt21Cu17
6	-158.1145	Pt21Cu17
7	-158.3205268	Pt21Cu17
8	-158.3205268	Pt21Cu17
9	-158.3205268	Pt21Cu17
10	-158.4416389	Pt21Cu17
11	-158.4416389	Pt21Cu17
12	-158.4416389	Pt21Cu17
13	-158.4416389	Pt21Cu17
14	-158.4416389	Pt21Cu17
15	-158.4416389	Pt21Cu17
16	-158.4416389	Pt21Cu17
17	-158.4416389	Pt21Cu17
18	-158.4416389	Pt21Cu17
19	-158.4416389	Pt21Cu17
20	-158.4416389	Pt21Cu17
21	-158.4416389	Pt21Cu17
22	-158.4497572	Pt21Cu17
23	-158.4497572	Pt21Cu17
24	-158.763295	Pt21Cu17
25	-158.763295	Pt21Cu17
26	-158.8556646	Pt21Cu17
27	-158.8556646	Pt21Cu17
28	-158.8556646	Pt21Cu17
29	-158.8556646	Pt21Cu17
30	-158.8556646	Pt21Cu17
31	-158.8556646	Pt21Cu17
32	-158.8556646	Pt21Cu17
33	-158.8556646	Pt21Cu17
34	-158.8556646	Pt21Cu17
35	-158.8556646	Pt21Cu17
36	-158.9392685	Pt21Cu17
37	-158.9392685	Pt21Cu17
38	-158.9392685	Pt21Cu17
39	-158.9392685	Pt21Cu17
40	-158.9392685	Pt21Cu17
41	-158.9392685	Pt21Cu17
42	-158.9392685	Pt21Cu17
43	-158.9392685	Pt21Cu17
44	-158.9392685	Pt21Cu17
45	-158.9392685	Pt21Cu17
46	-158.9392685	Pt21Cu17
47	-158.9810253	Pt21Cu17
48	-158.9810253	Pt21Cu17
49	-158.9810253	Pt21Cu17
50	-158.9810253	Pt21Cu17
51	-158.9810253	Pt21Cu17
52	-158.9810253	Pt21Cu17
53	-159.0393897	Pt21Cu17
54	-159.1566114	Pt21Cu17
55	-159.1566114	Pt21Cu17
56	-159.2050933	Pt21Cu17
57	-159.2050933	Pt21Cu17
58	-159.2050933	Pt21Cu17
59	-159.2050933	Pt21Cu17
60	-159.2050933	Pt21Cu17
61	-159.2050933	Pt21Cu17
62	-159.2050933	Pt21Cu17
63	-159.2050933	Pt21Cu17
64	-159.2382597	Pt21Cu17
65	-159.2382597	Pt21Cu17
66	-159.2382597	Pt21Cu17
67	-159.2382597	Pt21Cu17
68	-159.2382597	Pt21Cu17
69	-159.2382597	Pt21Cu17
70	-159.2382597	Pt21Cu17
71	-159.2382597	Pt21Cu17
72	-159.2382597	Pt21Cu17
73	-159.2382597	Pt21Cu17
74	-159.2382597	Pt21Cu17
75	-159.2382597	Pt21Cu17
76	-159.2382597	Pt21Cu17
77	-159.2382597	Pt21Cu17
78	-159.2382597	Pt21Cu17
79	-159.287371	Pt21Cu17
80	-159.287371	Pt21Cu17
81	-159.287371	Pt21Cu17
82	-159.287371	Pt21Cu17
83	-159.3060746	Pt21Cu17
84	-159.3060746	Pt21Cu17
85	-159.3060746	Pt21Cu17
86	-159.3060746	Pt21Cu17
87	-159.3060746	Pt21Cu17
88	-159.3060746	Pt21Cu17
89	-159.3060746	Pt21Cu17
90	-159.3060746	Pt21Cu17
91	-159.3060746	Pt21Cu17
92	-159.3460873	Pt21Cu17
93	-159.3460873	Pt21Cu17
94	-159.3460873	Pt21Cu17
95	-159.3460873	Pt21Cu17
96	-159.3460873	Pt21Cu17
97	-159.3460873	Pt21Cu17
98	-159.3460873	Pt21Cu17
99	-159.3460873	Pt21Cu17
100	-159.3460873	Pt21Cu17
