1	-118.285	-118.067	-118.285	-118.285
2	-118.285	-118.285	-118.285	-118.285
3	-118.285	-118.285	-118.285	-118.285
4	-118.285	-118.285	-118.285	-118.285
5	-118.285	-118.285	-118.285	-118.285
6	-118.285	-118.285	-118.285	-118.285
7	-118.285	-118.285	-118.285	-118.285
8	-118.285	-118.285	-118.285	-118.285
9	-118.285	-118.285	-118.285	-118.285
10	-118.285	-118.285	-118.285	-118.285
11	-118.285	-118.285	-118.285	-118.285
12	-118.285	-118.285	-118.285	-118.285
13	-118.285	-118.285	-118.285	-118.285
14	-118.285	-118.285	-118.285	-118.285
15	-118.285	-118.285	-118.285	-118.285
16	-118.285	-118.285	-118.285	-118.285
17	-118.285	-118.285	-118.285	-118.285
18	-118.285	-118.285	-118.285	-118.285
19	-118.285	-118.285	-118.285	-118.285
20	-118.285	-118.285	-118.285	-118.285
21	-118.285	-118.285	-118.285	-118.285
22	-118.285	-118.285	-118.285	-118.285
23	-118.285	-118.285	-118.285	-118.285
24	-118.285	-118.285	-118.285	-118.285
25	-118.285	-118.285	-118.285	-118.285
26	-118.285	-118.285	-118.285	-118.285
27	-118.285	-118.285	-118.285	-118.285
28	-118.285	-118.285	-118.285	-118.285
29	-118.285	-118.285	-118.285	-118.285
30	-118.285	-118.285	-118.285	-118.285
31	-118.285	-118.285	-118.285	-118.285
32	-118.285	-118.285	-118.285	-118.285
33	-118.285	-118.285	-118.285	-118.285
34	-118.285	-118.285	-118.285	-118.285
35	-118.285	-118.285	-118.285	-118.285
36	-118.285	-118.285	-118.285	-118.285
37	-118.285	-118.285	-118.285	-118.285
38	-118.285	-118.285	-118.285	-118.285
39	-118.285	-118.285	-118.285	-118.285
40	-118.285	-118.285	-118.285	-118.285
41	-118.285	-118.285	-118.285	-118.285
42	-118.285	-118.285	-118.285	-118.285
43	-118.285	-118.285	-118.285	-118.285
44	-118.285	-118.285	-118.285	-118.285
45	-118.285	-118.285	-118.285	-118.285
46	-118.285	-118.285	-118.285	-118.285
47	-118.285	-118.285	-118.285	-118.285
48	-118.285	-118.285	-118.285	-118.285
49	-118.285	-118.285	-118.285	-118.285
50	-118.285	-118.285	-118.285	-118.285
51	-118.285	-118.285	-118.285	-118.285
52	-118.285	-118.285	-118.285	-118.285
53	-118.285	-118.285	-118.285	-118.285
54	-118.285	-118.285	-118.285	-118.285
55	-118.285	-118.285	-118.285	-118.285
56	-118.285	-118.285	-118.285	-118.285
57	-118.285	-118.285	-118.285	-118.285
58	-118.285	-118.285	-118.285	-118.285
59	-118.285	-118.285	-118.285	-118.285
60	-118.285	-118.285	-118.285	-118.285
61	-118.285	-118.285	-118.285	-118.285
62	-118.285	-118.285	-118.285	-118.285
63	-118.285	-118.285	-118.285	-118.285
64	-118.285	-118.285	-118.285	-118.285
65	-118.285	-118.285	-118.285	-118.285
66	-118.285	-118.285	-118.285	-118.285
67	-118.285	-118.285	-118.285	-118.285
68	-118.285	-118.285	-118.285	-118.285
69	-118.285	-118.285	-118.285	-118.285
70	-118.285	-118.285	-118.285	-118.285
71	-118.285	-118.285	-118.285	-118.285
72	-118.285	-118.285	-118.285	-118.285
73	-118.285	-118.285	-118.285	-118.285
74	-118.285	-118.285	-118.285	-118.285
75	-118.285	-118.285	-118.285	-118.285
76	-118.285	-118.285	-118.285	-118.285
77	-118.285	-118.285	-118.285	-118.285
78	-118.285	-118.285	-118.285	-118.285
79	-118.285	-118.285	-118.285	-118.285
80	-118.285	-118.285	-118.285	-118.285
81	-118.285	-118.285	-118.285	-118.285
