# Generation	Energy	Composition
1	-147.950562	Pt15Cu23
2	-148.099218	Pt15Cu23
3	-148.099218	Pt15Cu23
4	-148.099218	Pt15Cu23
5	-148.099218	Pt15Cu23
6	-148.2202099	Pt15Cu23
7	-148.2599716	Pt15Cu23
8	-148.2599716	Pt15Cu23
9	-148.2599716	Pt15Cu23
10	-148.2599716	Pt15Cu23
11	-148.2599716	Pt15Cu23
12	-148.2599716	Pt15Cu23
13	-148.2599717	Pt15Cu23
14	-148.2599717	Pt15Cu23
15	-148.2599717	Pt15Cu23
16	-148.2599717	Pt15Cu23
17	-148.2599717	Pt15Cu23
18	-148.2599717	Pt15Cu23
19	-148.2599717	Pt15Cu23
20	-148.2619394	Pt15Cu23
21	-148.3228866	Pt15Cu23
22	-148.3228866	Pt15Cu23
23	-148.3416755	Pt15Cu23
24	-148.3416755	Pt15Cu23
25	-148.390775	Pt15Cu23
26	-148.4960058	Pt15Cu23
27	-148.4960058	Pt15Cu23
28	-148.4960059	Pt15Cu23
29	-148.4960059	Pt15Cu23
30	-148.4960059	Pt15Cu23
31	-148.6455899	Pt15Cu23
32	-148.6455899	Pt15Cu23
33	-148.6455899	Pt15Cu23
34	-148.6455899	Pt15Cu23
35	-148.6455899	Pt15Cu23
36	-148.6455899	Pt15Cu23
37	-148.6455899	Pt15Cu23
38	-148.6455899	Pt15Cu23
39	-148.6455899	Pt15Cu23
40	-148.6455899	Pt15Cu23
41	-148.6455899	Pt15Cu23
42	-148.6455899	Pt15Cu23
43	-148.6455899	Pt15Cu23
44	-148.6455899	Pt15Cu23
45	-148.6455899	Pt15Cu23
46	-148.6455899	Pt15Cu23
47	-148.6455899	Pt15Cu23
48	-148.6455899	Pt15Cu23
49	-148.6455899	Pt15Cu23
50	-148.6455899	Pt15Cu23
51	-148.6455899	Pt15Cu23
52	-148.6455899	Pt15Cu23
53	-148.6455899	Pt15Cu23
54	-148.6455899	Pt15Cu23
55	-148.6455899	Pt15Cu23
56	-148.6455899	Pt15Cu23
57	-148.6455899	Pt15Cu23
58	-148.6455899	Pt15Cu23
59	-148.6455899	Pt15Cu23
60	-148.6455899	Pt15Cu23
61	-148.6455899	Pt15Cu23
62	-148.6455899	Pt15Cu23
63	-148.6455899	Pt15Cu23
64	-148.6455899	Pt15Cu23
65	-148.6455899	Pt15Cu23
66	-148.6455899	Pt15Cu23
67	-148.6455899	Pt15Cu23
68	-148.6455899	Pt15Cu23
69	-148.6455899	Pt15Cu23
70	-148.6455899	Pt15Cu23
71	-148.6455899	Pt15Cu23
72	-148.6455899	Pt15Cu23
73	-148.6455899	Pt15Cu23
74	-148.6455899	Pt15Cu23
75	-148.6455899	Pt15Cu23
76	-148.6455899	Pt15Cu23
77	-148.6455899	Pt15Cu23
78	-148.6455899	Pt15Cu23
79	-148.6455899	Pt15Cu23
80	-148.6455899	Pt15Cu23
81	-148.6455899	Pt15Cu23
82	-148.6455899	Pt15Cu23
83	-148.6455899	Pt15Cu23
84	-148.6455899	Pt15Cu23
85	-148.6455899	Pt15Cu23
86	-148.6455899	Pt15Cu23
87	-148.6455899	Pt15Cu23
88	-148.6455899	Pt15Cu23
89	-148.6455899	Pt15Cu23
90	-148.6455899	Pt15Cu23
91	-148.6455899	Pt15Cu23
92	-148.6455899	Pt15Cu23
93	-148.6455899	Pt15Cu23
94	-148.6455899	Pt15Cu23
95	-148.6455899	Pt15Cu23
96	-148.6455899	Pt15Cu23
97	-148.6455899	Pt15Cu23
98	-148.6455899	Pt15Cu23
99	-148.6455899	Pt15Cu23
100	-148.6455899	Pt15Cu23
