13
Pt5Cu8  -47.17498814
Pt	0.4726962131	-1.132254896	2.166848815
Pt	-0.1201172119	-2.486682221	0.04575919269
Pt	-0.009409572681	0.09680189422	-0.05904974076
Pt	-1.909366304	-1.036577829	1.195685685
Pt	2.132159393	-1.25005815	0.202457005
Cu	-0.4844047713	1.156536608	-2.219621886
Cu	1.78637377	1.031989724	1.448418956
Cu	-2.231614478	1.205376977	-0.1458533768
Cu	0.1237589101	2.546038586	-0.04360845398
Cu	-0.8019166354	1.168708259	2.0845058
Cu	-1.782481357	-1.071616365	-1.423931077
Cu	2.018683414	0.9808674177	-1.190387976
Cu	0.8058239429	-1.208336056	-2.060022038
